portal_url	text_raw	span_1	confidence_1	about_1	span_2	confidence_2	about_2	span_3	confidence_3	about_3	span_4	confidence_4	about_4	span_5	confidence_5	about_5	span_6	confidence_6	about_6	span_7	confidence_7	about_7	span_8	confidence_8	about_8	span_9	confidence_9	about_9	span_10	confidence_10	about_10	span_11	confidence_11	about_11	span_12	confidence_12	about_12	span_13	confidence_13	about_13	span_14	confidence_14	about_14	span_15	confidence_15	about_15	span_16	confidence_16	about_16	span_17	confidence_17	about_17	span_18	confidence_18	about_18	span_19	confidence_19	about_19	span_20	confidence_20	about_20	span_21	confidence_21	about_21	span_22	confidence_22	about_22	span_23	confidence_23	about_23	span_24	confidence_24	about_24	span_25	confidence_25	about_25	span_26	confidence_26	about_26	span_27	confidence_27	about_27	span_28	confidence_28	about_28	span_29	confidence_29	about_29
medmon.semanticlab.net/doc/4723914980323149653/Richie-Reel	Asked my son to compose some #relaxation music to help me chill out with my #Parkinsons and his grandad with his #Alzheimer #dementia. This is the first track from an album he is putting together #chilled #mindfulness. 	"9,12"	1		"96,104"	1	patient																																																																																	
medmon.semanticlab.net/doc/4723898560496743509/A.J	A retired doctor has invented these infrared light helmets which claim to reduce the symptoms of Parkinson's disease. 																																																																																							
medmon.semanticlab.net/doc/4723898299670032914/Parkinson's-Facts	How to slow down #Parkinson's progress and reduce the severity of symptoms https://t.co/lN4s0dazp9 #ParkinsonDiet.																																																																																							
medmon.semanticlab.net/doc/4723896718361879548/libertynews	RT @DanielJDrucker: Sniffing out #Parkinsons Disease via sebum spectrometry @TheEconomist https://t.co/2JNlM9FeCl.																																																																																							
medmon.semanticlab.net/doc/4723896294720504574/Mental-Floss	A Simple Skin Swab Could Soon Identify People at Risk for Parkinson's — https://t.co/E1ZUaIr3QW https://t.co/P458NF8WcR.																																																																																							
medmon.semanticlab.net/doc/4723818925542117064/Ingentium-Parkinson's-Disease	"Researchers find link between herbicides, Parkinson's https://t.co/XNzHc5IJtc https://t.co/6RbYF15BlP."																																																																																							
medmon.semanticlab.net/doc/4722898543404526098/Shalom-Maria	"Inbox: @RepJoseSerrano says he has been diagnosed with Parkinson's disease, and won't be seeking re-election in 2020. Serrano says he's proud to continue leading the House Commerce, Justice, and Science Appropriations Subcommittee until then."																																																																																							
medmon.semanticlab.net/doc/4722259545377925922/Parkinson's-UK	Researchers need both people with and without #Parkinsons to take part in research - from home questionnaires to trialling new treatments. You can make a difference by taking part: https://t.co/JrgjqKFgUo #CharityTuesday https://t.co/KNQ4x4ZNTN.																																																																																							
medmon.semanticlab.net/doc/4722217764642395453/OutThinkParkinsons	Progressive Reduction in Symptoms of Parkinson's Disease https://t.co/2H1iBvDgvs #parkinsons.																																																																																							
medmon.semanticlab.net/doc/4721927752871261252/Espace-beaux-arts	"José E. Serrano says he has Parkinson's, won't run again https://t.co/L4wkDt3XiS."																																																																																							
medmon.semanticlab.net/doc/4721900721840069053/Nick-Reisman	@SeanMcElwee (he's retiring after being diagnosed with Parkinson's). 																																																																																							
medmon.semanticlab.net/doc/4721898263976075833/Eli	RT @SenhorRaposa: Serrano reveals that he has Parkinson's. 																																																																																							
medmon.semanticlab.net/doc/4721458339057693028/Gary-Sharpe	REBOUNDING (MINI-TRAMPOLINING) & PARKINSON'S DISEASE: https://t.co/J8xG4eEMZe #blogger.																																																																																							
medmon.semanticlab.net/doc/4721411642042693037/Tom123	RT @MichaelJFoxOrg: A study published this summer sheds new light on how #diabetes affects #Parkinsons disease risk. 																																																																																							
medmon.semanticlab.net/doc/4721401813221259567/Chancesmom	RT @HeyTammyBruce: Parkinson's gene therapy may reduce medicine required for treatment https://t.co/9tCBiS7dFL.																																																																																							
medmon.semanticlab.net/doc/4721212571317673316/Future-Monger	Digital Management of Parkinson Disease: Is Technology the Future? 																																																																																							
medmon.semanticlab.net/doc/4721160977884424447/Parkinson-Fit	#Parkinsons Weekly Update (2/2) - Things we hate: buttons & squishy water bottles; I love the smell of Parkinson’s in the morning; more intermittent fasting; plus inspiring stories from Parkinson’s Disease exercise programs.																																																																																							
medmon.semanticlab.net/doc/4720981548405636479/..	seeing michael j. fox go from energetic marty mcfly to having parkinson's is hard to watch. 																																																																																							
medmon.semanticlab.net/doc/4720870988789335359/Jolyon-Hallows	"One treatment type for #Parkinsons patients is hydrotherapy--exercising in water. A benefit is that it eliminates the fear of falling. Some studies don't show significant results, but others are more positive. It's one more therapeutic tool. "																																																																																							
medmon.semanticlab.net/doc/4720845422295416957/Matt-Eagles	@DrHilaryJones can I introduce you to @PKYLIFE the brighter side to living with #Parkinsons ! 																																																																																							
medmon.semanticlab.net/doc/4720825033187856417/HealthEconFrontier	Medical News Today: Manganese and Parkinson's: Mechanism may explain link https://t.co/LuM4b9vjo6 https://t.co/Z6NQKy4F73.																																																																																							
medmon.semanticlab.net/doc/4720581652625817903/Cannabis-Video	Medical Marijuana and Parkinson's Part 2 of 3 - https://t.co/LHICv6aMnu.																																																																																							
medmon.semanticlab.net/doc/4720522668020391800/Michael-A.-Colbach	"Had a customer in this morning - an older gentleman, with an Ebike. He said, ""I've got Parkinson's you know, but when I get on my bike, I don't have Parkinson's any more."" That's freedom. Not much more to say really. "																																																																																							
medmon.semanticlab.net/doc/4720362918062532163/Angiy-Michael-RN	Looking forward to hearing more about this #Parkinsons research on @BBCBreakfast this morning - @SalfordRoyalNHS consultant Monty Silverdale is one of the team working on this |. Parkinson's smell test explained by science https://t.co/iXXp5Btust https://t.co/F3qtofNblk.																																																																																							
medmon.semanticlab.net/doc/4720338340609990755/Senior-HealthMag	"Senior &gt; New drugs on PBS for Parkinson's, MND and Cutaneous T c... https://t.co/86crhMOI7p #senior."																																																																																							
medmon.semanticlab.net/doc/4720308848555205002/Shi	'Super Smeller': Grandma helps researchers identify Parkinson's odour. 	"17,24"	1																																																																																					
medmon.semanticlab.net/doc/4720264609686867552/Tim-Leiner	Characterization of the Handwriting Skills as a Biomarker for Parkinson Disease. (arXiv:1903.08226v1 [https://t.co/1uAOVrWCaz]) https://t.co/VWyUHxkeDW.																																																																																							
medmon.semanticlab.net/doc/4720203168898364175/Gerry-Ward	Smell of skin could lead to early diagnosis for Parkinson's https://t.co/PWdZn5SyHU #scichat #Parkinsons.																																																																																							
medmon.semanticlab.net/doc/4720190878957617387/Manon-Day	"#DYK that w/ more frequent visits & a high sensitivity to timing & dosing of PD meds, ppl w/ #Parkinsons face greater risks in the #hospital. In fact studies show 3 of 4 ppl w/ #PD do not receive their meds on time when staying in the hospital. Read More https://t.co/DUtJKsJiuw https://t.co/4sPYoXvlqD."																																																																																							
medmon.semanticlab.net/doc/4720156472247746660/Dr-Claire-Garden	'Super-smeller' helps develop swab test for Parkinson's disease |. The Guardian What a fascinating piece of #neuroscience research! Great for #outreach and capturing the imagination in #STEMed https://t.co/OdsdT9KQOp.																																																																																							
medmon.semanticlab.net/doc/4720114690841810098/Cyrus-Crook	A Scottish woman who astonished doctors with her ability to detect Parkinson's disease through smell has helped scientists find what causes the odour https://t.co/skK4rPzeGq https://t.co/uGuYeca3uy.																																																																																							
medmon.semanticlab.net/doc/4720112233673686718/Brenda-Jeaneen-Brown	7 Early Symptoms People With Parkinson's Disease Noticed First https://t.co/wzo5IrtC8t.																																																																																							
medmon.semanticlab.net/doc/4720043406628478887/patrick-dawodu	BBC News - Parkinson's smell test explained by science. 																																																																																							
medmon.semanticlab.net/doc/4720034935693690899/Parkylife	Parkylife will be launched in London on World Parkinsons Day the 11. April 2019. Thanks to Matt Eagles for bringing me into this fantastic projekt worldwide.																																																																																							
medmon.semanticlab.net/doc/4720034716124093808/Twheater	'Super-smeller' helps develop swab test for Parkinson's disease https://t.co/S4M0jUFiS8.																																																																																							
medmon.semanticlab.net/doc/4720034642731060792/Bernadette-Kaufmann	Hand tremors from Parkinson's can make using a mouse nearly impossible. SteadyMouse set out to solve this problem: https://t.co/RGwxk5fmNu https://t.co/9hoA56CO5F.																																																																																							
medmon.semanticlab.net/doc/4720034329744621145/Maata-Tai-Rakena	"Thanks DOC... Kangen Water helps to reduce oxidative stress and neurological damage ie MS, Parkinson's, Diabetic Neuropathy Fibromyalgia, Alzheimer's… scientific tests have been done with triple blind studies peer... "																																																																																							
medmon.semanticlab.net/doc/4720031019242804427/Gary-Sharpe	Social Engagement and Parkinson's Disease https://t.co/BYs73aqI3j #vlog.																																																																																							
medmon.semanticlab.net/doc/4720029966009593477/Thinking-Autism	"@and_kell Wonder if insurance would have refused to pay out for Parkinsons or diabetes or MS? This is why the '#autism is an identity, not a disability' paradigm is so damaging. #ASD needs to be recognised as a symptom of an underlying medical condition requiring investigation/treatment. "																																																																																							
medmon.semanticlab.net/doc/4720028790216336328/Nick-Higham	"Loved sharing the sofa with you. ""The Fight"" looks brilliant. And shot in 12 days! With my Parkinson's it takes me 12 days to have a decent shave."																																																																																							
medmon.semanticlab.net/doc/4720028596513442608/KOST-103.5	"Man With Alzheimer's, Dementia & Parkinson's Dances With Granddaughter https://t.co/Cnk4DHnPxJ."																																																																																							
medmon.semanticlab.net/doc/4720004117464556006/BC-Healthcare	"Three-year-old Paisley wanted to take her grandpa to a ball, but he has Alzheimer's and Parkinson's. So, her dad held grandpa up while she danced with him in a princess dress. "	"0,14"	3		"42,49"	1	patient	"109,112"	1		"118,125"	1	patient																																																																											
medmon.semanticlab.net/doc/4719999181526516962/jack	RT @ChocoHarveyMilk: May I ask you to send strength and positive energy to my dad? Bad day with #Parkinsons. 	"78,81"	1	patient																																																																																				
medmon.semanticlab.net/doc/4719999175644931037/King's-Cultural-Community	Exploring the future of dance for people living with Parkinson's this Thursday in London @Sadlers_Wells with @PeopleDancingUK @DanceConsortium. More at https://t.co/P0oXpBcEc3.																																																																																							
medmon.semanticlab.net/doc/4719972144910041565/debjani-ghosh	RT @kris_sg: There's Mounting Evidence That Parkinson's Starts in The Gut - Not The Brain https://t.co/75n7UyuFQr.																																																																																							
medmon.semanticlab.net/doc/4719950067387684554/Gary-Sharpe	Accessing Whole Body Movement in Parkinson's Disease with a Basketball https://t.co/BaKCkmzNSV #blog. 																																																																																							
medmon.semanticlab.net/doc/4719940218219706947/ANs	"@Kimpembae @Medioslk Maybe because he hadn't played for 3 years or was already suffering from parkinson.. In the 60s (before the box ban) he was just the GOAT, no on could fuckin touch him and then when he came back and lost his heavyweight world champion title, he proved everyone wrong."																																																																																							
medmon.semanticlab.net/doc/4719940195802446701/Gary-Sharpe	"Self-Doubt, Guilt, Inner Voices and Parkinson's Disease https://t.co/bujMqHWDlc #wellbeing. "																																																																																							
medmon.semanticlab.net/doc/4719928176256031807/RedAlert-ALLCAPS	"If you’ve been recently diagnosed with #Parkinsons disease, you may be thinking “Now what?” @ParkinsonDotOrg may be able to help: https://t.co/Y8U9fKhdew."																																																																																							
medmon.semanticlab.net/doc/4719817308228070685/Rozelle-Laha	"There are 8.4 lakh potential Parkinson's disease patients in India. But no injectable form of Apomorphine is available. If you've had a family member; seen the morning stiffness, the tremors, the difficulty in speaking, this story is for you @TheKenWeb https://t.co/n2f055Vckr."																																																																																							
medmon.semanticlab.net/doc/4719756013312128687/Charlie-N.	"Anyone that has or knows someone that has Parkinsons Disease and needs advice, guidance, or someone to talk to, I am always available 24/7. Please tell them to follow me or request me and… https://t.co/MmeS9B1LpY."																																																																																							
medmon.semanticlab.net/doc/4719748516466474836/ehb	"So #Amantadine (the drug I've been given to try manage fatigue) is also used in treatment of Parkinson's and works by (somehow) increasing the effect of dopamine - I have a movement disorder, hypothesized to have dopamine causality, I wonder what will happen? "																																																																																							
medmon.semanticlab.net/doc/4719712411933896967/PT-News	Compleat Rehab offers unique Parkinson's Treatment - Mint Hill Times via https://t.co/ywzLYrGnsp #PhysicalTherapy. 																																																																																							
medmon.semanticlab.net/doc/4719699804937020051/Sue-Choi	"If you are seeking a natural modality to help manage Parkinson's symptoms, craniosacral therapy might help. "																																																																																							
medmon.semanticlab.net/doc/4719692131270649715/JENNICE-DOBROSZCZYK	"RT @GMOFreeCanada: Study: Potential Link Between Parkinson's Disease And A Widely-Used Herbicide. ""New research... "																																																																																							
medmon.semanticlab.net/doc/4719676413657975340/Sindhu	"PDMDS Session 35. SESSION: Motor Symptoms, dyskinesia, On/Off periods. in Parkinson's disease. Interested patients can join our FREE SESSIONS."																																																																																							
medmon.semanticlab.net/doc/4718081974183907978/Javier-Daz-Nido	"New Review: ""Emerging therapies in Parkinson disease — repurposed drugs and new approaches"" by Ahmad Elkouzi, @MichaelOkun and colleagues #newfromnrneurology https://t.co/Rrgth2WsNN https://t.co/ILvstJOddZ."																																																																																							
medmon.semanticlab.net/doc/4718059854468708233/Pam-Jackson	Advanced Parkinson's Disease https://t.co/8whjE6o0md.																																																																																							
medmon.semanticlab.net/doc/4718047566535615766/Gary-Sharpe	Vocalization and Grunting in Movement Therapy. GoFundMe: https://t.co/zPlDtUfscZ https://t.co/CMVTZfNze6 #parkinsons.																																																																																							
medmon.semanticlab.net/doc/4717806712501690737/Ingentium	RT @Ingentium_PD: Parkinson's treatment delivers a power-up to brain cell 'batteries' https://t.co/4lPSBWXKS2 https://t.co/bWK5XCD39a.																																																																																							
medmon.semanticlab.net/doc/4717737897967939663/chris-acomb	"Today in #parkinsons clinic - our pharmacist sorted out the motor fluctuations, our physio sorted out the falls and freezing, our OT diagnosed the cognitive issues and our nurses did EVERYTHING! Multidisciplinary working at its finest. @ParkinsonsEN @ParkinsonsUK @SouthTees https://t.co/AcoJiLUGNp. "																																																																																							
medmon.semanticlab.net/doc/4717686285784517460/PCCCCCCommissioning	#WearingOff and #dyskinesia are movement problems that can affect people with #Parkinsons. We spoke to consultant physician Richard Walker to get his top tips on managing them. Take a look and share your tips and advice https://t.co/nHLo3nslUr.																																																																																							
medmon.semanticlab.net/doc/4717666624836501280/Scott-Filler	Medical News Today: Parkinson's: Study reveals how cancer drug reduces toxic protein in brain https://t.co/y60NRrE81i.																																																																																							
medmon.semanticlab.net/doc/4717575692152080183/Ronald-Vermeij	"@imperialcollege @DoM_Imperial ""...gained clues into how a #Parkinsons disease treatment, called #deepbrainstimulation , helps tackle symptoms"" Just another BS excuse to get humanity used to #BRAINIMPLANTS, since the real cause of parkinson is something entirely different and can never be stimulated away. "																																																																																							
medmon.semanticlab.net/doc/4717570775406258422/Journal-of-Neurochemistry	What autoantibodies tell us about the pathogenesis of Parkinson's disease. #Alzheimers #Parkinsons https://t.co/m0D4jmWTJc.																																																																																							
medmon.semanticlab.net/doc/4717526537134978466/Matthew-Jones	"Exercise training guidelines for multiple sclerosis, stroke, and Parkinson's disease: Rapid review and synthesis. https://t.co/jzOW3aPJwn."																																																																																							
medmon.semanticlab.net/doc/4717430133562293873/Lauren	My great uncle lost his long battle with Parkinson's. What a shitty disease. 	"3,14"	1	patient																																																																																				
medmon.semanticlab.net/doc/4717381378771398319/Jodi-Stecyk	"RT @hockeynight: Nathan Dempsey was diagnosed with Parkinson's in 2010, after he retired from professional hockey."																																																																																							
medmon.semanticlab.net/doc/4716982971248327769/Jolyon-Hallows	"Another testimony to the effectiveness of boxing therapy in #Parkinsons. It's not just punching, it involves the whole body, leaving people feeling better than when they started. And that's a great goal. "																																																																																							
medmon.semanticlab.net/doc/4716978075115600360/Richard-Kenny	"Please please watch the two part @BBCTwo documentary ""The Parkinsons Drug Trial - a Miracle Cure?"" Humanity at its finest. Bravo to all involved. I was left with tears in my eyes and hope in my heart. "																																																																																							
medmon.semanticlab.net/doc/4716965776057010411/Becky-Duggan	Risking my life for a Parkinson's cure https://t.co/Z9Id6LpH5b.																																																																																							
medmon.semanticlab.net/doc/4716808475527230903/Parkinson's-News	RT @Parkinsons_Bio: Impulse Control Disorders in Parkinson's Disease. 																																																																																							
medmon.semanticlab.net/doc/4716791271782606177/Tied-Tongued	"hey pals. my grandpa died peacefully this week after a long struggle with parkinson's. if you're feeling generous, it would mean so much to me if you could donate to the michael j. fox foundation here: https://t.co/PwQJIlzX35."	"13,20"	1	patient																																																																																				
medmon.semanticlab.net/doc/4716530758741069240/Boxing-Plaza	Taking on Parkinson's in the boxing ring - https://t.co/hQIJIXcRNF https://t.co/q3Dh9Qmv4h.																																																																																							
medmon.semanticlab.net/doc/4716402959495342218/Lotusmonkey	RT @FrontNeurosci: A Computational Model of Loss of Dopaminergic Cells in Parkinson's Disease Due to Glutamate-Induced Excitotoxicity https…. 																																																																																							
medmon.semanticlab.net/doc/4716339057564908985/nala	Parkinson's psychosis drug target of probe. 																																																																																							
medmon.semanticlab.net/doc/4715926165527487686/Parkinson's-News	Molecular insights of the G2019S substitution in LRRK2 kinase domain associated with Parkinson's disease A molecular dynamics simulation approach.: The G2019S substitution in the Leucinerich repeat kinase 2 LRRK2 is significantly associated with… https://t.co/VSP96j7n1M https://t.co/mvnPMSB8ib.																																																																																							
medmon.semanticlab.net/doc/4715857351593491786/Marisol-Palacios	The pioneering #GDNF trial has advanced our understanding of #Parkinsons and is an important step on the path to new treatments and a cure. Find out how Parkinson’s UK is leading the way: https://t.co/1TQg4gBIPB #ParkinsonsDrugTrial https://t.co/Go6fLW1WTA.																																																																																							
medmon.semanticlab.net/doc/4715668113894457285/MyNeuroNews.com	(Dual-Site Transcranial Magnetic Stimulation for the Treatment of Parkinson's Disease) has been published on M ... - https://t.co/nK5Z9tfHEZ.																																																																																							
medmon.semanticlab.net/doc/4715584547651288788/Neil-Strom	RT @physorg_com: 'Undruggable' Parkinson's molecule spills its secrets @ucsf https://t.co/6w44x8iTg1.																																																																																							
medmon.semanticlab.net/doc/4715238014153684493/Jolyon-Hallows	"""Life is Beautiful"" even with #Parkinsons. "																																																																																							
medmon.semanticlab.net/doc/4715132333767402586/ARYAN	"New treatment has potential of reversing Parkinson's disease, finds Clinical trial https://t.co/8R3ASLqbsF."																																																																																							
medmon.semanticlab.net/doc/4715014366155202036/Mallika-Verma	Wearing off and #dyskinesia are side effects of #Parkinsons medication that affect movement. Find out about the causes and living with them day to day: https://t.co/DoYL15JgHh. Share your helpful tips and advice for managing wearing off and dyskinesia https://t.co/QpxK51ukaW.																																																																																							
medmon.semanticlab.net/doc/4714952923130515772/Madamji	"Prakash ji, Nirmalas mother didn't initiate this campaign for getting awarded; see, I work for Parkinson's Coz I am a patient myself; I don't look for awards; but I would definitely want my supporters get awarded for their support. "																																																																																							
